srcip,record_id,classification,severity,risk_score,connection_count,unique_dstip_count,unique_dsport_count,dst_src_relationship_count,state_ttl_count,attack_cat,label,reason
record-14285,14285,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14290,14290,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14294,14294,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14315,14315,Suspicious,Medium,52,43,43,43,52,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 52 links
record-14326,14326,Suspicious,Medium,52,43,43,43,52,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 52 links
record-14332,14332,Suspicious,Medium,52,43,43,43,52,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 52 links
record-14336,14336,Suspicious,Medium,52,43,43,43,52,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 52 links
record-14339,14339,Suspicious,Medium,52,43,43,43,52,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 52 links
record-14371,14371,Suspicious,Medium,52,43,43,43,52,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 52 links
record-14375,14375,Suspicious,Medium,52,43,43,43,52,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 52 links
record-14408,14408,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14414,14414,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14417,14417,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14422,14422,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14462,14462,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14468,14468,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14472,14472,Suspicious,Medium,52,43,43,43,45,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 45 links
record-14478,14478,Suspicious,Medium,52,43,43,43,45,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 45 links
record-14485,14485,Suspicious,Medium,52,43,43,43,45,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 45 links
record-14491,14491,Suspicious,Medium,52,43,43,43,45,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 45 links
record-14493,14493,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14497,14497,Suspicious,Medium,52,43,43,43,45,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 45 links
record-14499,14499,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14503,14503,Suspicious,Medium,52,43,43,43,45,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 45 links
record-14600,14600,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14606,14606,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14611,14611,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14616,14616,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14618,14618,Suspicious,Medium,52,43,43,43,51,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 51 links
record-14623,14623,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14624,14624,Suspicious,Medium,52,43,43,43,51,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 51 links
record-14694,14694,Suspicious,Medium,52,43,43,43,51,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 51 links
record-14698,14698,Suspicious,Medium,52,43,43,43,51,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 51 links
record-14705,14705,Suspicious,Medium,52,43,43,43,51,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 51 links
record-14710,14710,Suspicious,Medium,52,43,43,43,51,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 51 links
record-14717,14717,Suspicious,Medium,52,43,43,43,51,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 51 links
record-14748,14748,Suspicious,Medium,52,43,43,43,51,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 51 links
record-14751,14751,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14847,14847,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14853,14853,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14914,14914,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-14920,14920,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15002,15002,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15011,15011,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15019,15019,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15026,15026,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15062,15062,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15067,15067,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15073,15073,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15091,15091,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15094,15094,Suspicious,Medium,52,43,43,43,47,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 47 links
record-15098,15098,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15103,15103,Suspicious,Medium,52,43,43,43,47,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 47 links
record-15109,15109,Suspicious,Medium,52,43,43,43,47,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 47 links
record-15114,15114,Suspicious,Medium,52,43,43,43,47,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 47 links
record-15219,15219,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
record-15226,15226,Suspicious,Medium,52,43,43,43,43,2,Generic,1,Elevated destination diversity: 43 destinations; High port diversity: 43 destination ports; Repeated source-destination behavior: 43 links
